SYMBOL,OPEN,HIGH,LOW,PREV. CLOSE,LTP,INDICATIVE CLOSE,CHANGE,% CHANGE,VOLUME (shares),VALUE (Crores),52W H,52W L,30 D %CHNG,365 D %CHNG
"MANKIND","2,430.00","2,456.00","2,415.60","2,420.30","2,456.00","-","35.7","1.48","167663","40.88","2,674.00","1,909.70","-1.41","-3.22"
"VEDL","273.95","278.85","271.85","275.00","278.85","-","3.85","1.4","10287563","282.96","795.00","249.70","2.41","-36.31"
"KALYANKJIL","607.00","630.00","601.15","598.00","606.30","-","8.3","1.39","33255299","2,052.62","648.95","327.05","62.05","2.6"
"PETRONET","275.40","280.60","275.40","276.95","280.60","-","3.65","1.32","833605","23.22","326.40","235.35","3.31","0.94"
"INDIANB","879.35","899.00","878.10","877.90","889.50","-","11.6","1.32","4024185","357.96","1,000.90","626.85","15.16","37.34"
"APLAPOLLO","1,945.90","1,970.00","1,942.50","1,945.00","1,970.00","-","25","1.29","404634","79.24","2,301.40","1,549.00","8.86","23.5"
"SBIN","1,080.10","1,124.50","1,075.70","1,085.00","1,097.20","-","12.2","1.12","29410622","3,246.05","1,234.70","790.00","7.9","36.27"
"KPITTECH","623.00","637.25","620.55","623.00","629.90","-","6.9","1.11","2544167","160.33","1,328.00","543.00","13.58","-47.92"
"INFY","1,160.00","1,183.00","1,155.60","1,165.00","1,175.10","-","10.1","0.87","7581410","890.98","1,728.00","982.40","9.89","-18.22"
"SOLARINDS","18,509.00","18,669.00","18,391.00","18,496.00","18,650.00","-","154","0.83","49218","91.17","19,187.00","11,646.00","3.78","25.2"
"HINDUNILVR","2,083.10","2,099.40","2,077.20","2,079.50","2,096.00","-","16.5","0.79","1054665","220.86","2,750.00","2,016.00","-1.86","-16.74"
"IDEA","12.64","12.88","12.60","12.63","12.73","-","0.1","0.79","205855564","261.85","15.34","6.12","-8.61","89.43"
"LAURUSLABS","1,838.00","1,856.00","1,833.20","1,830.00","1,844.30","-","14.3","0.78","1553067","286.88","1,856.60","810.05","25.53","120.02"
"BANDHANBNK","174.66","177.20","173.52","174.66","176.02","-","1.36","0.78","10729624","188.66","220.76","134.25","-10.21","5.95"
"VOLTAS","1,275.00","1,303.70","1,271.90","1,275.00","1,285.00","-","10","0.78","811972","104.31","1,582.50","1,186.80","2.5","-1.85"
